Intake Date,Species,Species Class,Age,# of Animals,Date Found,Specific Location,City Found,Cause for Admission,Comments
3/5/19,Barred Owl,Bird,Adult,1,03/05/19,Dunn's Corner + Sweetcorn Drive intersection,Westerly,Possible HBC,
3/5/19,Barred Owl,Bird,Adult,1,03/05/19,Finder's address,Narragansett,Stuck in chimney,
3/7/19,Barred Owl,Bird,Adult,1,03/07/19,Finder's address,Wakefield,Found heeled over on ground,
3/7/19,Barred Owl,Bird,Adult,1,03/07/19,130 Teal Drive,Wakefield,"Caught in chicken wire, possible fracture in R wrist, blind",
3/13/19,Barred Owl,Bird,Adult,1,03/13/19,123 Valley Drive,Middletown,Possible HBC,
3/26/19,Barred Owl,Bird,Young Adult,1,03/25/19,"Rt 102, in front of Town Hall",West Greenwich,HBC,
5/12/19,Barred Owl,Bird,Adult,1,05/12/19,Finder's address,Providence,Injury,
5/28/19,Barred Owl,Bird,Adult,1,05/28/19,Tarkiln Rd,Burrillville,"Blind, not self-feeding",
5/29/19,Barred Owl,Bird,Baby,1,05/28/19,Finder's address,North Kingstown,Orphaned juvenile,
6/1/19,Barred Owl,Bird,Juvenile,1,06/01/19,154 Dexter Rd,Scituate,Severe injury to L foot,
6/18/19,Barred Owl,Bird,Adult,1,06/18/19,Division Rd & Hopkins Hill,West Greenwich,Blind L eye,
6/18/19,Barred Owl,Bird,Adult,1,06/18/19,Widow Sweets Rd,Exeter,"HBC, blind",
7/14/19,Barred Owl,Bird,Adult,1,07/14/19,Route 100,Pascoag,Head injury,
8/6/19,Barred Owl,Bird,Adult,1,08/06/19,Stony Lane@Burnt Cedar Dr,North Kingstown,Dislocated hip,
8/19/19,Barred Owl,Bird,Adult,1,08/19/19,820 Kings Factory Rd,Charlestown,FX L wing,
8/24/19,Barred Owl,Bird,Adult,1,08/24/19,148 B Chase Hill Rd,Hopkinton,Broken shoulders,
8/29/19,Barred Owl,Bird,Adult,1,8/29/19,61 Barley Pond Rd,West Greenwich,"Blind, skinny, injury to wing, possible leg",
10/3/19,Barred Owl,Bird,Young Adult,1,10/02/19,Staghead Dr,Burrillville,Back injury/neuro blind,
10/7/19,Barred Owl,Bird,Young Adult,1,10/7/19,"Divison Rd, near corner of Hopkins Hill Rd",Coventry,"HBC, FX L wrist",
10/12/19,Barred Owl,Bird,Adult,1,10/11/19,"Rt 14, middle of road, Fairbanks Bridge",Greene,"Probable HBC, FX to L wrist",
11/3/19,Barred Owl,Bird,Adult,1,11/03/19,Woodville Alton Rd,Hopkinton,"No improvement, R eye does not dilate",
11/3/19,Barred Owl,Bird,Young Adult,1,11/03/19,1605 harkney Hill Rd,Coventry,"HBC, neuro blind. No improvement, still blind/possible other brain damage.",
11/6/19,Barred Owl,Bird,Adult,1,11/06/19,"Rt 6, South Killingly Rd",Foster,FX wing,
11/9/19,Barred Owl,Bird,Adult,1,11/09/19,Finder's address,Wakefield,FX L wing,
11/11/19,Barred Owl,Bird,Young Adult,1,11/11/19,43 John St,Pawtucket,Broken L wing,
12/9/19,Barred Owl,Bird,Adult,1,12/09/19,"Rt 146, Pound Hill Rd exit",Smithfield,"R eye injured, no improvement",
12/13/19,Barred Owl,Bird,Adult,1,12/13/19,New London Ave @ Rt 37,Cranston,HBC,
12/19/19,Barred Owl,Bird,Adult,1,12/18/19,500 Providence Pike,North Smithfield,HBC,
8/6/19,Belted Kingfisher,Bird,Adult,1,08/06/19,1 Kettle Point ave,East Providence,Window strike. Blind,
10/4/19,Belted Kingfisher,Bird,Adult,1,10/04/19,Finder's address,Hope Valley,Wrapped in fishing line,
5/11/19,Black Scoter,Bird,Adult,1,05/11/19,2nd Beach,Middletown,"Beached, thin, lethargic",
6/6/19,Black Scoter,Bird,Adult,1,06/05/19,Beavertail Rd,Jamestown,L foot broken,
7/26/19,Black Scoter,Bird,Adult,1,07/26/19,"Central beach, west side, Quonochontaug",Charlestown,"Not in water, not flying",
8/2/19,Black Scoter,Bird,Juvenile,1,08/02/19,East Beach,Charlestown,"Wing? Failing, bad feathers, thin",
9/13/19,Black Scoter,Bird,Adult,1,09/13/19,"1835 Main Rd, Grinnell's Beach",Tiverton,Possible injury,
12/13/18,Black Vulture,Bird,Adult,1,12/11/18,140 Cliff Avenue,Portsmouth,? eye injury,
5/9/19,Black Vulture,Bird,Adult,1,05/09/19,9 Oak Street,Ashaway,L wing?,
2/19/19,Black-capped Chickadee,Bird,Adult,1,02/19/19,Finder's address,East Greenwich,"Broken L wing, chest wound",
5/23/19,Black-capped Chickadee,Bird,Adult,1,05/22/19,"South Road, Potter's Woods",South Kingstown,Possible window strike,
6/15/19,Black-capped Chickadee,Bird,Juvenile,2,06/15/19,Finder's address,Portsmouth,Orphaned juvenile,
6/25/19,Black-capped Chickadee,Bird,Baby,1,06/25/19,2 Commerce Dr,Warwick,Too small.  Orphaned juvenile,
9/23/19,Black-crowned Night Heron,Bird,Young Adult,1,09/23/19,,Block Island,FX L leg,
5/1/19,Blue Jay,Bird,Young Adult,1,05/01/19,Finder's address,Warwick,R wing FX,
5/30/19,Blue Jay,Bird,Juvenile,1,05/30/19,152 River Rd,North Kingstown,"Clipped by chainsaw, injury to beak",
5/31/19,Blue Jay,Bird,Juvenile,1,05/31/19,Leslie St,Cranston,Possible injury,
5/31/19,Blue Jay,Bird,Baby,1,05/30/19,Sherman Ave,Riverside,Orphaned juvenile,
6/1/19,Blue Jay,Bird,Juvenile,1,06/01/19,Finder's address,West Warwick,None,
6/4/19,Blue Jay,Bird,Juvenile,1,06/04/19,55 Wendy Dr,Bristol,Puncture wounds,
6/5/19,Blue Jay,Bird,Juvenile,1,06/05/19,Finder's address,Warwick,Orphaned juvenile,
6/6/19,Blue Jay,Bird,Baby,1,06/05/19,Waterman Ave,Warwick,Cat attack. Wing injury. Agonal breathing,
6/6/19,Blue Jay,Bird,Baby,1,06/06/19,Finder's address,Pawtucket,"Taut tummy, been w/o care for too long. Orphaned juvenile",
6/7/19,Blue Jay,Bird,Juvenile,1,06/07/19,38 Windsor Park Dr,Coventry,Failing.,
6/7/19,Blue Jay,Bird,Juvenile,1,06/07/19,26 Haverford Ave,Warwick,L wing,
6/7/19,Blue Jay,Bird,Adult,1,06/07/19,Off W. Shore Rd,Warwick,"HBC, neuro, head injury, not eating",
6/16/19,Blue Jay,Bird,Baby,1,06/16/19,Finder's address,Warwick,"Fledgling, FX legs",
6/22/19,Blue Jay,Bird,Baby,1,06/22/19,Finder's address,West Warwick,"Cold, open mouth breathing, almost dead",
6/27/19,Blue Jay,Bird,Juvenile,1,06/27/19,"URI, Gateway Apts",Kingston,"Back injury/head trauma, failing",
7/2/19,Blue Jay,Bird,Adult,1,07/02/19,Intersection of Cass Ave & Wood Ave,Woonsocket,"Limp on L leg, keeping L eye closed a lot",
7/6/19,Blue Jay,Bird,Adult,1,07/06/19,Finder's address,Warwick,Dislocated L shoulder,
7/8/19,Blue Jay,Bird,Adult,1,07/08/19,Finder's address,Middletown,"Dog caught, neuro. No improvement",
7/11/19,Blue Jay,Bird,Juvenile,1,07/10/19,,North Kingstown,"Neck bite, leg might be hurt, can't fly. Failing",
7/14/19,Blue Jay,Bird,Baby,1,07/14/19,141 Inman Ave,Warwick,Orphaned juvenile,
7/15/19,Blue Jay,Bird,Juvenile,1,07/15/19,Finder's address,Warwick,,
7/18/19,Blue Jay,Bird,Adult,1,07/18/19,158 Underwood Ave,Warwick,Agonal breathing,
7/20/19,Blue Jay,Bird,Juvenile,1,07/20/19,Finder's address,Narragansett,"Injury, no improvement",
7/26/19,Blue Jay,Bird,Adult,1,07/26/19,,Providence,,
7/29/19,Blue Jay,Bird,Young Adult,1,07/29/19,Middlebridge/Torrey Hill stop sign,Wakefield,HBC,
7/30/19,Blue Jay,Bird,Adult,1,07/30/19,17 Beaver Rd,Barrington,"L leg very swollen, dramatic wieght drop in a lot of pain",
8/25/19,Blue Jay,Bird,Adult,1,08/25/19,Aspen Dr,Narragansett,Suspect HBC,
8/25/19,Blue Jay,Bird,Adult,1,08/25/19,Finder's address,Tiverton,"Leg broken, FX L hip/pelvis",
8/27/19,Blue Jay,Bird,Young Adult,1,08/27/19,Finder's address,Johnston,"Missing tail feathers, cat attack",
9/19/19,Blue Jay,Bird,Adult,1,09/18/19,Rose St,Woonsocket,Injury,
9/28/19,Blue Jay,Bird,Adult,1,09/28/19,Finder's address,Exeter,Shoulder?,
10/3/19,Blue Jay,Bird,Adult,1,10/03/19,Finder's address,East Greenwich,FX R shoulder,
10/6/19,Blue Jay,Bird,Young Adult,1,10/06/19,Finder's address,Pawtucket,"Dog caught, FX R leg @ hip",
10/26/19,Blue Jay,Bird,Adult,1,10/26/19,Burlingame Rd,West Warwick,"R eye completely damaged, beak broken",
11/26/19,Blue Jay,Bird,Juvenile,1,11/26/19,Finder's address,Providence,Not moving,
12/18/19,Blue Jay,Bird,Adult,1,12/18/19,Finder's address,West Warwick,Window strike. Neuro,
5/1/19,Blue-gray Gnatcatcher,Bird,Juvenile,1,05/01/19,About 1/2 mile from finder's address,Coventry,Hit windshield of car,
5/29/19,Broad-winged Hawk,Bird,Adult,1,05/29/19,Intersection of Rt 102 & 107,Burrillville,"Blind in R eye, head trauma not resolving, not eating/flying",
7/1/19,Broad-winged Hawk,Bird,Baby,1,07/01/19,"Colt State Park, 1st Picnic are, take left after passing booth inside park",Bristol,?,
7/21/19,Broad-winged Hawk,Bird,Adult,1,07/21/19,Finder's address,Warwick,Hanging from fishing line in water,
7/26/19,Broad-winged Hawk,Bird,Young Adult,1,07/26/19,11 Cayuga Rd,Charlestown,Injury,
7/27/19,Broad-winged Hawk,Bird,Juvenile,1,07/27/19,Friar Tuck Ln,East Greenwich,Fledgling,
8/2/19,Broad-winged Hawk,Bird,Adult,1,08/02/19,36 School St,South Kingstown,Wing injury,
8/14/19,Broad-winged Hawk,Bird,Adult,1,08/14/19,"Esmond St and Julien St, off Rt 44",Smithfield,Injury,
10/9/19,Brown Creeper,Bird,Young Adult,1,10/09/19,RI Hospital,Providence,"L eye swollen, possible window strike",
10/15/19,Brown Creeper,Bird,Adult,1,10/15/19,"Garrahy Hall, URI",Kingston,Wing?,
1/7/19,Brown Pelican,Bird,Young Adult,1,01/07/19,"Point Judith, Galilee",Narragansett,"Cold, no injury",
10/19/19,Brown Trasher,Bird,Adult,1,10/19/19,Warwick Olive Garden,Warwick,Possible window strike,
5/21/19,Brown-headed Cowbird,Bird,Baby,1,05/21/19,Finder's address,East Greenwich,"Air sac, possible cat attack",
5/23/19,Brown-headed Cowbird,Bird,Juvenile,1,05/23/19,94 John Potter Road,Warwick,Orphaned juvenile,
5/28/19,Brown-headed Cowbird,Bird,Baby,1,05/27/19,Finder's address,Exeter,Nest was power-washed off building. Orphaned juvenile,
6/3/19,Brown-headed Cowbird,Bird,Juvenile,1,06/03/19,Finder's address,Foster,Agonal breathing,
7/15/19,Brown-headed Cowbird,Bird,Baby,1,07/15/19,Park Ave,Cranston,Orphaned juvenile,
7/19/19,Brown-headed Cowbird,Bird,Young Adult,1,07/19/19,"Great Swamp Office,277 Great Neck Rd",West Kingston,"Head wound, skinny, possible R wing injury, panting in heat",
7/20/19,Brown-headed Cowbird,Bird,Juvenile,1,07/20/19,Finder's address,West Greenwich,Broken L leg,
7/24/19,Brown-headed Cowbird,Bird,Adult,1,07/24/19,4625 o|o Post Rd,Charlestown,"Window strike, back injury",
8/29/19,Brown-headed Cowbird,Bird,Young Adult,1,08/29/19,Finder's address,Rumford,"FX leg, injured by cat",
9/10/19,Brown-headed Cowbird,Bird,Young Adult,1,09/09/19,Finder's address,Coventry,Injury,
12/10/18,Canada Goose,Bird,Adult,1,12/10/18,Governor Notte Park,North Providence,Can't fly,
3/8/19,Canada Goose,Bird,Young Adult,1,03/08/19,Fandry Street/High Street,Central Falls,Possibly sick,
3/27/19,Canada Goose,Bird,Adult,1,3/27/19,Finder's address,Middletown,Wing? or leg,
4/3/19,Canada Goose,Bird,Adult,1,04/03/19,72 Robins Way,Warwick,"Foot/wing, head/back injury, neuro. Declining",
4/3/19,Canada Goose,Bird,Adult,1,04/03/19,"Newport Navy Base, behind Newport Chalet Motel, Perry Road",Newport,Balance issue,
4/16/19,Canada Goose,Bird,Adult,1,04/16/19,100 Hartford Avenue,Providence,R leg broken,
5/7/19,Canada Goose,Bird,Juvenile,1,05/07/19,Annaqutuck Road,North Kingstown,Orphaned juvenile,
5/10/19,Canada Goose,Bird,Baby,4,05/10/19,Quonset Ang Base,North Kingstown,Orphaned juvenile,
5/10/19,Canada Goose,Bird,Baby,1,05/10/19,Narragansett Beach,Narragansett,Orphaned juvenile,
5/25/19,Canada Goose,Bird,Juvenile,3,05/25/19,South of 8A on 95 North,Warwick,Orphaned juvenile,
5/31/19,Canada Goose,Bird,Juvenile,1,05/31/19,Finder's address,Warwick,Found in pool at finder's address with dead siblings,
5/31/19,Canada Goose,Bird,Baby,1,05/31/19,"Route 2, under 95",East Greenwich,Orphaned juvenile,
6/11/19,Canada Goose,Bird,Juvenile,1,06/11/19,Finder's address,Narragansett,"Leg injury, fractured hip",
6/12/19,Canada Goose,Bird,Juvenile,1,06/12/19,Pam's Front St Grill/Modern Salon & Tailoring,Lincoln,Foot injury,
6/15/19,Canada Goose,Bird,Adult,1,06/01/19,"River Walk Park, Bernon St",Woonsocket,Wing open FX to L wing,
6/17/19,Canada Goose,Bird,Adult,1,06/17/19,60 Plain Meeting House Rd,West Greenwich,"HBC, failing, aspirating",
6/26/19,Canada Goose,Bird,Adult,1,06/26/19,72 Robin's Way,Warwick,"Mangled foot, failing",
7/4/19,Canada Goose,Bird,Juvenile,1,07/04/19,8 Capron St,West Warwick,Broken L wing,
7/5/19,Canada Goose,Bird,Juvenile,1,07/05/19,1115 Douglas Ave,North Providence,Leg injury,
7/8/19,Canada Goose,Bird,Adult,1,07/08/19,72 Robin's Way,Warwick,Attacked by other geese. L hip broken skin/feathers torn off,
7/12/19,Canada Goose,Bird,Adult,1,07/12/19,107 Intreped Ln,Jamestown,FX foot,
7/12/19,Canada Goose,Bird,Juvenile,1,07/12/19,"40 Safari Trail, Bondish Lake Camping area",Glocester,"Leg, wing, possibly tongue",
7/13/19,Canada Goose,Bird,Adult,1,07/13/19,101 Harrison Ave,Newport,Broken R leg,
7/15/19,Canada Goose,Bird,Adult,1,07/15/19,Narragansett State Beach marsh,Narragansett,Mangled R foot,
7/21/19,Canada Goose,Bird,Adult,1,07/21/19,135 Nursery Ave,Woonsocket,Injured L wing,
8/3/19,Canada Goose,Bird,Adult,1,08/03/19,5 Hampden St,Barrington,Wing?,
8/9/19,Canada Goose,Bird,Adult,1,08/09/19,379 Lake Shore Dr,Warwick,HBC,
8/17/19,Canada Goose,Bird,Adult,1,8/17/19,510 Child St,Warren,Wing,
8/20/19,Canada Goose,Bird,Adult,1,08/15/19,Finder's address,East Providence,"Emaciated, not improving, not eating",
8/27/19,Canada Goose,Bird,Adult,1,08/27/19,Unknown,,"HBC, L foot broken",
9/8/19,Canada Goose,Bird,Adult,1,9/8/19,South Main @ Tiogue,Coventry,Car strike,
9/11/19,Canada Goose,Bird,Young Adult,1,09/11/19,560 Mineral Spring Ave,Pawtucket,"Unable to fly, not improving, no fear of humans",
9/24/19,Canada Goose,Bird,Adult,1,09/24/19,Ocean State Dr & Commerce Park,Quonset,Wing injury,
9/26/19,Canada Goose,Bird,Adult,1,09/26/19,516/520 Beavertail Rd,Jamestown,R wing injury,
10/24/19,Canada Goose,Bird,Adult,1,10/24/19,Pawtucket Country Club,Pawtucket,"Injury at hip, no improvement to injury",
11/26/19,Canada Goose,Bird,Adult,1,11/24/19,29 Woodbine St,East Providence,Weak,
12/1/19,Canada Goose,Bird,Adult,1,12/01/19,Blackrock Pond,Coventry,Compound FX at shoulder,
12/9/19,Canada Goose,Bird,,1,12/09/19,Finder's address,Smithfield,Walking around instead of flying,
12/13/19,Canada Goose,Bird,Adult,1,12/13/19,7 John P Murphy Highway,West Warwick,"Compound fracture R wing. Old FX R wing, bone exposed",
12/20/19,Canada Goose,Bird,Adult,1,12/20/19,Finder's address,Westerly,Snapped wing,
6/5/19,Carolina Wren,Bird,Baby,5,06/05/19,Finder's address,Tiverton,"Nest fell. 2-injured, agonal breathing.  Orphaned juvenile",
6/10/19,Carolina Wren,Bird,Baby,1,06/09/19,Finder's address,Jamestown,Orphaned juvenile,
6/10/19,Carolina Wren,Bird,Baby,2,06/09/19,"2850 Ministerial Rd, Camp Hoffman",South Kingstown,Fishing line stuck in throat. Orphaned juvenile,
6/22/19,Carolina Wren,Bird,Juvenile,1,06/22/19,Ram Point Marina,Wakefield,"Blown out of nest, no parents around. Orphaned juvenile",
6/23/19,Carolina Wren,Bird,Juvenile,2,06/23/19,Finder's address,West Kingston,Orphaned juvenile,
6/28/19,Carolina Wren,Bird,Baby,1,06/28/19,Finder's address,North Kingstown,Orphaned juvenile,
7/23/19,Carolina Wren,Bird,Adult,1,07/23/19,"Mechanic St, near bridge (overpass)",Richmond,Head trauma,
7/27/19,Carolina Wren,Bird,Baby,5,07/27/19,Plain Meeting House Rd,West Greenwich,Orphaned juvenile,
7/31/19,Carolina Wren,Bird,Adult,1,07/31/19,Finder's address,Portsmouth,Flew into glass door. Back injury,
8/25/19,Carolina Wren,Bird,Baby,1,8/25/19,293 Fishing Cove Rd,North Kingstown,None,
8/30/19,Carolina Wren,Bird,Adult,1,08/30/19,Finder's address,West Kingston,Cat caught,
9/12/19,Carolina Wren,Bird,Young Adult,1,09/12/19,Finder's address,Saunderstown,Cat caught,
4/6/19,Cedar Waxwing,Bird,Adult,1,04/05/19,"308 Cumberland Street, Dunkin Donuts",Woonsocket,"Window strike, possible haed trauma",
5/24/19,Cedar Waxwing,Bird,Adult,1,05/24/19,"Gilbert Stuart Rd, near 1A",Saunderstown,Wing issue,
6/19/19,Cedar Waxwing,Bird,Adult,1,06/19/19,Finder's address,North Kingstown,"Dog caught, L hip fracture",
6/19/19,Cedar Waxwing,Bird,Adult,1,06/19/19,Finder's address,Warwick,Not flying,
6/26/19,Cedar Waxwing,Bird,Baby,3,06/26/19,,Cranston,Nestling. 2 Died at OSVS.  WRARI only received 1.,
7/11/19,Cedar Waxwing,Bird,Juvenile,1,07/11/19,34 Elbow St,Providence,Orphaned juvenile,
7/22/19,Cedar Waxwing,Bird,Adult,1,07/22/19,Finder's address,Central Falls,Perched on fence at finder's home,
7/24/19,Cedar Waxwing,Bird,Juvenile,1,06/24/19,Finder's address,Providence,Orphaned juvenile,
8/16/19,Cedar Waxwing,Bird,Adult,1,08/16/19,2795 Ministerial Rd,South Kingstown,Found on ground,
8/21/19,Cedar Waxwing,Bird,Adult,1,08/21/19,Beaver River Rd,Richmond,"Neurological issues, back injury, declining",
8/21/19,Cedar Waxwing,Bird,Juvenile,1,08/21/19,Klondike Rd & Route 1A,South Kingstown,Orphaned juvenile,
8/24/19,Cedar Waxwing,Bird,Adult,1,08/24/19,"216 Liberty Rd, near train",West Kingston,"Can't fly, crashes (L wing)",
8/29/19,Cedar Waxwing,Bird,Juvenile,1,08/29/19,Finder's address,Wakefield,Orphaned juvenile,
9/15/19,Cedar Waxwing,Bird,Baby,1,09/15/19,"Extended Stay America, West Natick Rd",Warwick,Orphaned juvenile,
9/21/19,Cedar Waxwing,Bird,Young Adult,1,09/21/19,38 Lakeside St,Riverside,Car strike,
5/13/19,Chimney Swift,Bird,Adult,1,05/13/19,9 Business Park Drive,Smithfield,Injury,
5/24/19,Chimney Swift,Bird,Adult,1,05/24/19,Aardvark Antiques,Newport,Broken wing,
6/8/19,Chimney Swift,Bird,Juvenile,1,06/08/19,69 Brown St,Providence,Injury,
7/9/19,Chimney Swift,Bird,Adult,1,07/09/19,30 Breach Dr,Westerly,Possible HBC,
7/11/19,Chimney Swift,Bird,Baby,1,07/10/19,Finder's address,Rumford,FX leg,
7/12/19,Chimney Swift,Bird,Baby,5,07/12/19,,,None known of,
7/14/19,Chimney Swift,Bird,Juvenile,1,07/14/19,Intersection of Warwick Ave & Park Ave,Cranston,,
7/15/19,Chimney Swift,Bird,Baby,4,07/13/19,Finder's address,Providence,Orphaned juvenile,
7/17/19,Chimney Swift,Bird,Juvenile,3,07/16/19,Finder's address,West Warwick,Orphaned juvenile,
7/27/19,Chimney Swift,Bird,Baby,1,07/27/19,Finder's address,Woonsocket,"Cold, too young. Orphaned juvenile",
7/30/19,Chimney Swift,Bird,Adult,1,07/30/19,Finder's address,Providence,Found by dog. R shoulder FX.,
8/5/19,Chimney Swift,Bird,Juvenile,1,08/05/19,380 Mendon Ave,Pawtucket,Broken wing? L elbow FX,
8/29/19,Chimney Swift,Bird,Juvenile,1,07/29/19,Finder's address,Little Compton,Orphaned juvenile,
9/9/19,Chimney Swift,Bird,Adult,1,09/09/19,Finder's address,Providence,Dislocated L shoulder,
4/17/19,Chipping Sparrow,Bird,Adult,1,04/17/19,Finder's address,West Kingston,Not flying,
6/7/19,Chipping Sparrow,Bird,Baby,1,06/07/19,6 McIntosh Ln,North Kingstown,FX knee,
6/14/19,Chipping Sparrow,Bird,Juvenile,1,06/14/19,Quonset,North Kingstown,Neuro/failing,
6/29/19,Chipping Sparrow,Bird,Baby,1,06/28/19,Finder's address,Narragansett,Orphaned juvenile,
7/21/19,Chipping Sparrow,Bird,Juvenile,2,07/21/19,Finder's address,Warren,Orphaned juvenile,
8/3/19,Chipping Sparrow,Bird,Juvenile,1,08/03/19,Finder's address,Wakefield,Injury,
8/9/19,Chipping Sparrow,Bird,Juvenile,1,08/09/19,15 Deep Wood Dr,Charlestown,"Leg injury, broken R wing",
8/15/19,Chipping Sparrow,Bird,Young Adult,1,08/15/19,251 Post Rd,South Kingstown,Orphaned juvenile,
8/15/19,Chipping Sparrow,Bird,Baby,1,08/15/19,West Shore Coffee Bar,Warwick,"Too small, cold, failing. Orphaned juvenile",
1/2/19,Common Eider,Bird,Adult,1,01/01/19,Napatree Point,Westerly,"Not flying, not walking",
7/1/19,Common Eider,Bird,Baby,1,07/01/19,"Briggs Beach, 104 Shaw Rd",Little Compton,Orphaned juvenile,
7/3/19,Common Eider,Bird,Adult,1,07/03/19,"Kings Beach, Ocean Dr",Newport,"Not swimming, no improvement",
