Intake Date,Species,Species Class,Age,# of Animals,Date Found,Specific Location,City Found,Cause for Admission,Comments
7/26/19,Herring Gull,Bird,Young Adult,1,07/26/19,2550 Plainfield Pike,Coventry,R wing,
7/27/19,Herring Gull,Bird,Adult,1,07/27/19,Charlestown Breachway State Beach,Charlestown,Wing? Leg?,
7/27/19,Herring Gull,Bird,Young Adult,1,07/27/19,Narragansett State Beach,Narragansett,Dying,
7/27/19,Herring Gull,Bird,Juvenile,2,07/27/19,"17 Walnut St, Point Section of Newport",Newport,Orphaned juvenile,
7/29/19,Herring Gull,Bird,Adult,1,07/29/19,Camp Watchaug,Charlestown,Broken wing,
7/29/19,Herring Gull,Bird,Adult,1,07/29/19,"Windjammer, Atlantic Ave, Misquamicut",Westerly,FX wing,
7/29/19,Herring Gull,Bird,Adult,1,07/29/19,Misquamicut State Beach,Westerly,"Infection in L joint, L wing began to heal but infection not fixable in joint , causing limping & pain",
7/30/19,Herring Gull,Bird,Juvenile,1,07/30/19,Finder's address,Newport,"R wing, FX at wrist",
7/30/19,Herring Gull,Bird,Juvenile,1,07/30/19,Jims Dock Beach,Matunuck,"R leg limp, attached by gulls, thin",
7/30/19,Herring Gull,Bird,Juvenile,1,07/30/19,BMW Newport,Newport,,
8/1/19,Herring Gull,Bird,Young Adult,1,08/01/19,Fountain @Ocean Rd @Kingstown Rd,Narragansett,FX leg,
8/1/19,Herring Gull,Bird,Adult,1,08/01/19,321 Great Island Rd,Galilee,Broken R wing,
8/2/19,Herring Gull,Bird,Adult,1,08/02/19,"Polo Plaza, Aquidneck Ave",Middletown,FX L shoulder,
8/2/19,Herring Gull,Bird,Young Adult,1,08/02/19,,Block Island,Dislocated L shoulder,
8/2/19,Herring Gull,Bird,Juvenile,1,08/01/19,Kay's Jewelers,Newport,"Missing feathers around neck, no other injuries seen. Orphaned juvenile",
8/3/19,Herring Gull,Bird,Juvenile,1,08/03/19,Salty Brine State Beach,Galilee,Arthritis in ankle,
8/5/19,Herring Gull,Bird,Adult,1,08/05/19,Goosebury Beach,Newport,"Cannot fly, blind",
8/5/19,Herring Gull,Bird,Adult,1,08/05/19,Finder's address,Newport,Missing a leg,
8/7/19,Herring Gull,Bird,Juvenile,1,08/07/19,"Naval Base, K Hall",Newport,Can't fly,
8/8/19,Herring Gull,Bird,Young Adult,1,08/08/19,Manatuck Beach,Westerly,Broken wing,
8/9/19,Herring Gull,Bird,Juvenile,1,08/09/19,Peabody - Third Beach,Middletown,"FX L wing, break not healing",
8/10/19,Herring Gull,Bird,Juvenile,1,08/10/19,"41 North Restaurant, 351 Thames St",Newport,Orphaned juvenile,
8/12/19,Herring Gull,Bird,Adult,1,08/12/19,Finder's address,Narragansett,FX L wing,
8/13/19,Herring Gull,Bird,Juvenile,1,08/12/19,Finder's address,Narragansett,FX L wrist,
8/15/19,Herring Gull,Bird,Young Adult,1,08/15/19,Rodger Wheeler State Beach,Narragansett,FX wing,
8/15/19,Herring Gull,Bird,Juvenile,1,08/15/19,Naval Health Clinic,Newport,Elbow broken,
8/15/19,Herring Gull,Bird,Young Adult,1,08/15/19,"Gooseberry Beach, Ocean Dr",Newport,Wing injury,
8/15/19,Herring Gull,Bird,Juvenile,1,08/15/19,"Purple Ape/Sea Shell Motel, Misquamicut Beach",Westerly,HBC,
8/16/19,Herring Gull,Bird,Adult,1,08/16/19,Succotush Rd,South Kingstown,Injury,
8/16/19,Herring Gull,Bird,Adult,1,08/16/19,Hazzard CWB,Newport,Double broken wing,
8/17/19,Herring Gull,Bird,Juvenile,1,08/17/19,Atlantic Ave,Westerly,"HBC, FX to L humerus",
8/18/19,Herring Gull,Bird,Young Adult,1,08/17/19,Water Newport Shipyard,Newport,Broken wing,
8/21/19,Herring Gull,Bird,Young Adult,1,08/21/19,854 Matunuck Beach Rd,South Kingstown,FX leg,
8/23/19,Herring Gull,Bird,Adult,1,08/23/19,"East Matunuck State Beach, Point Juith end",South Kingstown,Fish hook lodged deep in throat or stomach,
8/24/19,Herring Gull,Bird,Adult,1,8/24/19,316 Great Island Rd,Narragansett,"Back injury, failure to thrive",
8/31/19,Herring Gull,Bird,Juvenile,1,08/31/19,Misquimicut State Beach,Westerly,FX L wing,
9/2/19,Herring Gull,Bird,Juvenile,1,09/02/19,Jerusalem Beach,South Kingstown,Broken wing,
9/4/19,Herring Gull,Bird,Adult,1,09/03/19,Moonstone Beach,South Kingstown,"Won't fly, thin, poor water proofing",
9/5/19,Herring Gull,Bird,Adult,1,9/5/19,722 Oakland Beach Ave,Warwick,Leg? Can't fly but could spread wings,
9/5/19,Herring Gull,Bird,Juvenile,1,09/05/19,"102 Campbell Ave, Narragansett Bay Commission",East Providence,Stuck in waste water treatment plant,
9/6/19,Herring Gull,Bird,Adult,1,09/05/19,Misquimicut State Beach,Westerly,"Gurgling, poor condition, can't fly",
9/12/19,Herring Gull,Bird,Juvenile,1,09/12/19,100 Save The Bay Dr,Providence,Compound fracture R wing,
9/14/19,Herring Gull,Bird,Juvenile,1,09/14/19,Finder's address,Middletown,"Legs injured, possibly HBC, paralyzed",
9/17/19,Herring Gull,Bird,Adult,1,09/14/19,461 Water St,Warren,"Fishing line wrapped around tongue, possibly both elbows FX but healed over, No improvement",
9/18/19,Herring Gull,Bird,Young Adult,1,09/18/19,Third Beach,Middletown,FX L wing,
9/19/19,Herring Gull,Bird,Young Adult,1,09/19/19,Cliff Walk @ end of Marina Ave,Newport,Open FX to L wing,
9/23/19,Herring Gull,Bird,Juvenile,1,09/23/19,Scarborough Beach,Narragansett,FX R wing,
9/25/19,Herring Gull,Bird,Young Adult,1,09/25/19,Camp Cronin (beachside),Narragansett,L wing FX,
9/25/19,Herring Gull,Bird,Young Adult,1,09/25/19,Fort Getty,Jamestown,Fishing lure stuck in beak ,
9/29/19,Herring Gull,Bird,Adult,1,9/29/19,Finder's address,Narragansett,FX wing,
9/29/19,Herring Gull,Bird,Young Adult,1,09/29/19,"Right across from CCRI, Intersection of Maple St and Ranger Rd",Newport,"Flew into car, broken wing",
10/1/19,Herring Gull,Bird,Young Adult,1,10/01/19,East Beach,Westerly,Fishing lure hooked on wing,
10/1/19,Herring Gull,Bird,Juvenile,1,10/01/19,Walmart,Westerly,FX L wrist,
10/5/19,Herring Gull,Bird,Juvenile,1,10/5/19,"Slater Park, Newport Ave",Pawtucket,FX R leg at hip,
10/6/19,Herring Gull,Bird,,1,10/6/19,Watch Hill Lighthouse,Westerly,Broken wing,
10/7/19,Herring Gull,Bird,Young Adult,1,10/07/19,Easton's Beach Pond,Newport,"Emaciated, depressed, lethargic",
10/7/19,Herring Gull,Bird,Young Adult,1,10/07/19,The Town Dock,Narragansett,FX wing,
10/10/19,Herring Gull,Bird,Adult,1,10/10/19,TGI Friday's parking lot,Warwick,Broken wing,
10/12/19,Herring Gull,Bird,Young Adult,1,10/12/19,Mackeral Cove Beach,Jamestown,R shoulder FX,
10/14/19,Herring Gull,Bird,Adult,1,10/14/19,Galilee,Narragansett,FX wing,
10/17/19,Herring Gull,Bird,Young Adult,1,10/17/19,31 Linberg Ave,Bristol,"Severe back injury, not using legs. No improvement",
10/23/19,Herring Gull,Bird,Adult,1,10/22/19,255 Plainfield Pike,Cranston,Broken leg,
10/24/19,Herring Gull,Bird,Young Adult,1,10/24/19,Finder's address,Narragansett,FX shoulder,
11/6/19,Herring Gull,Bird,Juvenile,1,11/06/19,358 Broad St,Providence,Back injury,
11/29/19,Herring Gull,Bird,Sub-adult,1,11/28/19,,Cranston,FX to R wing,
11/29/19,Herring Gull,Bird,Adult,1,11/25/19,Finder's address,Newport,"Severely emaciated, weak, cold. Failing, lethargic.",
12/5/19,Herring Gull,Bird,Sub-adult,1,12/05/19,Crash Collision Center,Cranston,"Head trauma, emaciated",
12/7/19,Herring Gull,Bird,Adult,1,12/07/19,Narragansett Ave,Newport,"Old FX L shoulder, emaciated, not flying. No improvement",
12/14/19,Herring Gull,Bird,Adult,1,12/14/19,East Matunuck Beach,South Kingstown,On beach at least 24 hours,
12/24/19,Herring Gull,Bird,Adult,1,12/24/19,Beavertail Lighthouse,Jamestown,Fishing line & hook in mouth.  Hook stuck too far down.,
9/8/01,House Finch,Bird,Juvenile,1,06/17/19,Finder's address,North Smithfield,Orphaned juvenile,
3/4/19,House Finch,Bird,Adult,1,03/04/19,Finder's address,Narragansett,"Not flying, declining by noon",
3/23/19,House Finch,Bird,Adult,1,03/23/19,Fort Adams,Newport,Conjunctivitis,
4/4/19,House Finch,Bird,Adult,1,04/04/19,Finder's address,Coventry,Conjunctivitis,
4/12/19,House Finch,Bird,Juvenile,1,04/12/19,Near 617 Willet Street,Riverside,Neurological (Torticolis),
4/25/19,House Finch,Bird,Baby,2,04/25/19,Finder's address,Smithfield,Orphaned juvenile,
4/28/19,House Finch,Bird,Juvenile,1,04/28/19,Finder's address,South Kingstown,Orphaned juvenile,
5/8/19,House Finch,Bird,Baby,1,05/08/19,Finder's address,Narragansett,Injury to R wing.  Orphaned juvenile,
5/19/19,House Finch,Bird,Baby,2,05/19/19,33 Chestnut Oak Road,Chepachet,"Too young, injury",
5/22/19,House Finch,Bird,Juvenile,1,05/22/19,Near Sand Pond Road,Warwick,Conjunctivitis,
5/27/19,House Finch,Bird,Baby,1,05/27/19,Finder's address,West Warwick,No,
6/2/19,House Finch,Bird,Juvenile,1,06/02/19,Finder's address,Warwick,"Breathing heavily, not flying",
6/20/19,House Finch,Bird,Baby,1,06/20/19,Finder's address,Middletown,Broken R humerus,
6/20/19,House Finch,Bird,Juvenile,1,06/20/19,Broadway,Newport,"Wet, gasping",
7/2/19,House Finch,Bird,juvenile,2,07/02/19,Finder's address,North Kingstown,"Fall from nest, possible bite injuries from dog, some blood",
7/6/19,House Finch,Bird,Baby,1,07/06/19,Finder's address,Warwick,Orphaned juvenile,
7/6/19,House Finch,Bird,Baby,1,07/06/19,Wickford Cove Marina,North Kingstown,Failing.  Orphaned juvenile. ,
7/15/19,House Finch,Bird,Adult,1,07/15/19,Thrifty Airport Rd,Warwick,"Flew into store, then into window",
7/31/19,House Finch,Bird,Baby,1,07/31/19,"69 Brown St, Ste 510",Providence,Orphaned juvenile,
8/7/19,House Finch,Bird,Juvenile,1,08/07/19,Finder's address,Richmond,"Back injury, missing feather",
8/9/19,House Finch,Bird,Juvenile,1,08/08/19,Finder's address,Wakefield,"Cat caught, FX L foot",
8/16/19,House Finch,Bird,Young Adult,1,08/16/19,Finder's address,Exeter,Wing?,
8/21/19,House Finch,Bird,Adult,1,08/21/19,Division Rd,East Greenwich,Eye problem,
9/5/19,House Finch,Bird,Adult,1,09/05/19,14 Ashton Ln,Narragansett,Lying in driveway,
9/10/19,House Finch,Bird,Baby,1,09/10/19,Potter Rd,Wakefield,Too small. Orphaned juvenile,
9/10/19,House Finch,Bird,Young Adult,1,9/10/19,Finder's address,Charlestown,"Eye injury, can't fly very well, thin, possible animal attack, missing primaries",
9/12/19,House Finch,Bird,Adult,1,09/12/19,Fisher Circle,Portsmouth,Conjunctivitis,
9/29/19,House Finch,Bird,Young Adult,1,09/28/19,,Smithfield,Head injury / water?,
10/3/19,House Finch,Bird,Adult,1,10/03/19,Hollyhock Dr,Cranston,Conjunctivitis/trouble flying,
10/8/19,House Finch,Bird,Adult,1,10/08/19,Finder's address,East Greenwich,Cat caught,
12/16/19,House Finch,Bird,Adult,1,12/16/19,10 Delray Dr,Narragansett,"Not flying, found on hood of car",
12/22/19,House Finch,Bird,Adult,1,12/22/19,Finder's address,Coventry,"Severe neurological issues, rolling, head twitching, not standing, thin.",
12/20/01,House Sparrow,Bird,Baby,1,07/20/19,Finder's address,Saunderstown,Orphaned juvenile,
1/12/19,House Sparrow,Bird,Adult,1,01/12/19,"247 Garfield Avenue, Lowe's",Cranston,Glue trap,
1/31/19,House Sparrow,Bird,Adult,1,01/31/19,Finder's address,West Warwick,Back injury,
2/27/19,House Sparrow,Bird,Adult,1,02/27/19,"2480 Post Road, New England Tech",Warwick,Possible window strike,
2/28/19,House Sparrow,Bird,Adult,1,02/27/19,Finder's address,Warwick,Foot injury,
2/28/19,House Sparrow,Bird,Adult,1,2/28/19,Finder's address,Richmond,,
3/8/19,House Sparrow,Bird,Adult,1,03/08/19,Finder's address,South Kingstown,Caught in wood stove,
3/13/19,House Sparrow,Bird,Adult,1,03/12/19,Finder's address,Barrington,Not flying/very neuro,
4/8/19,House Sparrow,Bird,Adult,1,04/07/19,Job Lot,Warwick,Window strike,
4/28/19,House Sparrow,Bird,Baby,1,04/28/19,Finder's address,Narragansett,Orphaned juvenile,
4/29/19,House Sparrow,Bird,Baby,1,04/29/19,Finder's address,North Kingstown,Orphaned juvenile,
5/9/19,House Sparrow,Bird,Baby,1,05/09/19,Finder's address,Cranston,Bleeding on back,
5/14/19,House Sparrow,Bird,Young Adult,1,05/14/19,Finder's address,Newport,Attacked by crow,
5/15/19,House Sparrow,Bird,Adult,1,05/15/19,Gels Kitchen Parking Lot,West Warwick,FX leg,
5/15/19,House Sparrow,Bird,Baby,1,05/15/19,Finder's address,Warwick,Orphaned juvenile,
5/16/19,House Sparrow,Bird,Baby,1,05/16/19,5 Memorial Boulevard,Providence,Failing. Orphaned juvenile,
5/16/19,House Sparrow,Bird,Baby,1,05/16/19,498 South Main Street,Woonsocket,Orphaned juvenile,
5/16/19,House Sparrow,Bird,Baby,1,05/16/19,Finder's address,Lincoln,Internal injuries,
5/20/19,House Sparrow,Bird,Juvenile,1,05/20/19,,Riverside,Injury,
5/20/19,House Sparrow,Bird,Juvenile,1,05/20/19,Finder's address,Warwick,"Check injury, cat attack",
5/21/19,House Sparrow,Bird,Adult,1,05/20/19,Finder's address,Providence,Broken leg,
5/22/19,House Sparrow,Bird,Baby,1,05/22/19,Finder's address,Narragansett,Broken wing,
5/22/19,House Sparrow,Bird,Juvenile,2,05/22/19,Finder's address,West Warwick,"Birds hanging out of nest, legs tied with twine",
5/23/19,House Sparrow,Bird,Baby,1,05/23/19,Finder's address,Warwick,FX wing,
5/24/19,House Sparrow,Bird,Juvenile,1,05/24/19,Finder's address,Warwick,Cat caught,
5/26/19,House Sparrow,Bird,Baby,1,05/26/19,"Petco, Bald Hill Rd",Warwick,"Severely emaciated fledgling, orphaned juvenile",
5/26/19,House Sparrow,Bird,Baby,1,05/26/19,Finder's address,Providence,Orphaned juvenile,
5/26/19,House Sparrow,Bird,Juvenile,1,05/26/19,,Cranston,Found on road,
5/26/19,House Sparrow,Bird,Baby,1,05/26/19,Goddard Park Beach House,East Greenwich,Fallen from nest,
5/26/19,House Sparrow,Bird,Baby,1,05/25/19,Woonasquatucket Ave,North Providence,Eye/nose injury,
5/27/19,House Sparrow,Bird,Juvenile,1,05/27/19,La Salle Academy,Providence,Orphaned juvenile,
5/28/19,House Sparrow,Bird,Baby,1,05/28/19,110 Pulaski St,West Warwick,"Air sac damage, wounds on head FX to skull",
5/29/19,House Sparrow,Bird,Juvenile,1,05/29/19,Finder's address,Cumberland,Broken leg,
5/30/19,House Sparrow,Bird,Juvenile,1,05/30/19,VCA Povar Animal Hospital,East Providence,Fledgling,
5/31/19,House Sparrow,Bird,Juvenile,1,05/31/19,Vartan Gregorian,Providence,No use of R leg,
5/31/19,House Sparrow,Bird,Baby,4,05/31/19,"200 Middle Rd, Hanaford Elementary School",East Greenwich,Orphaned juvenile,
5/31/19,House Sparrow,Bird,Baby,2,05/31/19,30 Eisenhauser Terrace,Newport,Orphaned juvenile,
6/1/19,House Sparrow,Bird,Baby,1,06/01/19,Division St,Pawtucket,Orphaned juvenile,
6/2/19,House Sparrow,Bird,Juvenile,1,06/02/19,,Smithfield,Couldn't fly.  Orphaned juvenile,
6/4/19,House Sparrow,Bird,Baby,1,06/04/19,2 Dexter Rd,East Providence,Fell out of nest,
6/4/19,House Sparrow,Bird,Baby,1,06/04/19,85 Saw Mill Dr,North Kingstown,"Too young, cold.  Orphaned juvenile",
6/6/19,House Sparrow,Bird,Young Adult,1,06/06/19,Unknown,,FX L wing,
6/6/19,House Sparrow,Bird,Baby,1,06/06/19,Finder's address,Riverside,Injury,
6/6/19,House Sparrow,Bird,Young Adult,1,06/05/19,Finder's address,Manville,"Head injury, eye injury.  Failing",
6/6/19,House Sparrow,Bird,Baby,2,06/05/19,Finder's address,Warren,"Fell from nest, could not return, orphaned juvenile",
6/7/19,House Sparrow,Bird,Young Adult,1,06/06/19,Finder's address,Riverside,"Cat caught, paralyzed",
6/7/19,House Sparrow,Bird,Baby,1,06/07/19,Finder's address,Cumberland,Internal injuries. Orphaned juvenile,
6/7/19,House Sparrow,Bird,Baby,1,06/07/19,Finder's address,Central Falls,"Failing, internal injuries. Orphaned juvenile",
6/7/19,House Sparrow,Bird,Baby,1,06/07/19,Finder's address,North Kingstown,Orphaned juvenile,
6/8/19,House Sparrow,Bird,Juvenile,1,06/08/19,96 Evergreen Ave,Warwick,Orphaned juvenile,
6/8/19,House Sparrow,Bird,Baby,1,06/08/19,Finder's address,Smithfield,"FX L leg, can't fly",
6/12/19,House Sparrow,Bird,Juvenile,1,06/12/19,"Walmart, RI Mall",Warwick,Unknown,
6/13/19,House Sparrow,Bird,Baby,1,06/13/19,132 Asa Pond Rd,Wakefield,Orphaned juvenile,
6/17/19,House Sparrow,Bird,Baby,1,06/17/19,130 Clearview Dr,North Kingstown,Orphaned juvenile,
6/19/19,House Sparrow,Bird,Baby,2,06/19/19,190 Donnell St,Pawtucket,Orphaned juvenile,
6/23/19,House Sparrow,Bird,Juvenile,1,06/23/19,Finder's address,Riverside,Orphaned juvenile,
6/24/19,House Sparrow,Bird,Baby,5,06/24/19,36 Hayes St,Warwick,Fell from awning. Orphaned juvenile,
6/24/19,House Sparrow,Bird,Adult,1,06/24/19,Harbor Village,Wakefield,"Infection on face, back injury",
6/25/19,House Sparrow,Bird,Juvenile,1,06/26/19,Finder's address,Pawtucket,Failing. Orphaned juvenile,
6/25/19,House Sparrow,Bird,Adult,1,06/25/19,Finder's address,South Kingstown,HBC?,
6/25/19,House Sparrow,Bird,Juvenile,1,06/25/19,Garden City Post Office,Cranston,"Failing, lethargic, trying to vomit. Orphaned juvenile",
6/27/19,House Sparrow,Bird,Baby,4,06/27/19,Finder's address,East Greenwich,Orphaned juvenile,
6/28/19,House Sparrow,Bird,Adult,1,06/28/19,,Barrington,Wing,
6/29/19,House Sparrow,Bird,Baby,1,06/29/19,Finder's address,North Providence,Dislocated R shoulder,
7/2/19,House Sparrow,Bird,Baby,2,07/02/19,Finder's address,Bristol,Orphaned juvenile,
7/3/19,House Sparrow,Bird,Adult,1,07/03/19,"Outside Verizon, 1310 Ten Rod Rd",North Kingstown,"Back injury, no improvement",
7/5/19,House Sparrow,Bird,Baby,2,07/05/19,Finder's address,Warwick,Fell out of nest,
7/5/19,House Sparrow,Bird,Baby,1,07/04/19,Spring Hill Farm,West Greenwich,Orphaned juvenile,
7/6/19,House Sparrow,Bird,Baby,1,07/06/19,Finder's address,Cranston,Too small. Orphaned juvenile,
7/8/19,House Sparrow,Bird,Baby,1,07/06/19,Finder's address,Providence,Fell out of nest. Orphaned juvenile,
7/8/19,House Sparrow,Bird,Baby,1,07/08/19,102 Bay St,Westerly,Fell from building,
7/8/19,House Sparrow,Bird,Baby,1,07/08/19,Finder's address,Cranston,Failing. Orphaned juvenile,
7/10/19,House Sparrow,Bird,Baby,1,07/10/19,Finder's address,Wakefield,Orphaned juvenile,
7/10/19,House Sparrow,Bird,Baby,2,07/10/19,Bingham St,Warwick,Orphaned juvenile,
7/13/19,House Sparrow,Bird,Juvenile,1,07/13/19,Finder's address,Warwick,Head trauma. Orphaned juvenile,
7/14/19,House Sparrow,Bird,Baby,1,07/14/19,Finder's address,Warwick,N/A,
7/15/19,House Sparrow,Bird,Baby,1,07/15/19,57 Columbus Ave,Pawtucket,"Fell from nest, bruised on L hip",
7/15/19,House Sparrow,Bird,Baby,1,05/15/19,Finder's address,Miletown,Orphaned juvenile,
7/16/19,House Sparrow,Bird,Juvenile,2,07/16/19,Finder's address,Johnston,Attacked by feral cat,
7/16/19,House Sparrow,Bird,Baby,1,07/16/19,,Providence,"Too small, cold, interale bleeding. Orphaned juvenile",
7/17/19,House Sparrow,Bird,Adult,1,07/17/19,Parking Lot of Wines & More of RI,Cranston,Broken ankle,
7/17/19,House Sparrow,Bird,Juvenile,1,07/16/19,Finder's address,Cranston,Dislocated shoulder,
7/17/19,House Sparrow,Bird,Juvenile,1,07/17/19,Wickendon St,Providence,FX R leg,
7/17/19,House Sparrow,Bird,Baby,1,07/17/19,Outside in a driveway,Warwick,"Found on ground, just born. Too small",
7/20/19,House Sparrow,Bird,Adult,1,07/20/19,209 Harriet Ln,Cumberland,Eye missing,
7/20/19,House Sparrow,Bird,Adult,1,07/19/19,Finder's address,Coventry,Severe head/back trauma,
7/20/19,House Sparrow,Bird,Baby,1,07/20/19,Broadway,Newport,"Failing, too small. Orphaned juvenile",
7/21/19,House Sparrow,Bird,Juvenile,1,07/20/19,,Coventry,Orphaned juvenile,
7/21/19,House Sparrow,Bird,Adult,1,07/20/19,Finder's address,Exeter,Stuck to fly paper,
7/22/19,House Sparrow,Bird,Baby,1,07/22/19,75 Enterprise Center,Middletown,Broken leg,
7/23/19,House Sparrow,Bird,Juvenile,1,07/22/19,121 Newport Ave,Middletown,Blind. Orphaned juvenile,
7/23/19,House Sparrow,Bird,Baby,1,07/22/19,1015 Aquidneck Ave,Middletown,Fell from nest,
7/24/19,House Sparrow,Bird,Juvenile,1,07/24/19,Finder's address,Narragansett,Crow caught? Dying internally,
7/24/19,House Sparrow,Bird,Juvenile,1,07/24/19,"48 Toll Gate Rd, Leap Frog Preschool",Warwick,"Wing injury, paralyzed",
7/27/19,House Sparrow,Bird,Adult,1,07/27/19,Super Walmart,Coventry,Legs?,
7/27/19,House Sparrow,Bird,Adult,1,07/27/19,50 South Killingly Rd,Foster,Broken leg,
7/27/19,House Sparrow,Bird,Juvenile,1,07/27/19,North Union St,Lincoln,Orphaned juvenile,
7/27/19,House Sparrow,Bird,Juvenile,1,07/27/19,Finder's address,Johnston,Orphaned juvenile,
7/28/19,House Sparrow,Bird,Juvenile,1,07/25/19,Ann+Hope,Cumberland,Orphaned juvenile,
7/29/19,House Sparrow,Bird,Young Adult,1,07/29/19,Tavern by the Sea,Wickford,"R side wing area, FX to R leg",
7/30/19,House Sparrow,Bird,Young Adult,1,07/30/19,Finder's address,Exeter,Dog caught,
7/30/19,House Sparrow,Bird,Young Adult,1,07/30/19,Finder's address,North Kingstown,"Possibly overheated/dehydrated, blind",
7/31/19,House Sparrow,Bird,Juvenile,1,07/31/19,"City Hall Annex 3027, West Shore Rd, Taken out of ceiling tiles",Warwick,Orphaned juvenile,
7/31/19,House Sparrow,Bird,Baby,1,07/30/19,36 Pierce St,Westerly,1-head tilt. 1-distended abdomen. Orphaned juvenile,
7/31/19,House Sparrow,Bird,Adult,1,07/31/19,47 Higgins Ave,Providence,Possible HBC,
8/1/19,House Sparrow,Bird,Baby,1,08/01/19,103 Point St,Providence,Orphaned juvenile,
8/1/19,House Sparrow,Bird,Juvenile,1,07/31/19,Finder's address,Kingston,Orphaned juvenile,
8/1/19,House Sparrow,Bird,Baby,1,08/01/19,863 Tower Hill Rd,North Kingstown,Orphaned juvenile,
8/1/19,House Sparrow,Bird,Adult,1,08/01/19,Finder's address,Coventry,Back injury,
8/1/19,House Sparrow,Bird,Juvenile,1,07/31/19,Festival Field Apartments,Newport,Orphaned juvenile,
8/1/19,House Sparrow,Bird,Young Adult,1,07/31/19,,"Blackstone, MA",Injury,
8/2/19,House Sparrow,Bird,Juvenile,1,08/01/19,"Naval Lodge, Navy Base",Newport,Older Nestling,
8/2/19,House Sparrow,Bird,Baby,1,08/02/19,Finder's address,North Kingstown,Dog caught. Broken leg/wing,
8/4/19,House Sparrow,Bird,Baby,1,08/04/19,1 W. Exchange St,Providence,Orphaned juvenile,
8/4/19,House Sparrow,Bird,Adult,1,08/04/19,Allens Ave,South Kingstown,"HBC, head & neck injury",
8/5/19,House Sparrow,Bird,Baby,3,08/05/19,Hartford Ave,Providence,Too young to thrive. Orphaned juvenile,
8/6/19,House Sparrow,Bird,Juvenile,1,08/06/19,,Cranston,Broken R leg @ hip,
8/7/19,House Sparrow,Bird,Juvenile,1,08/07/19,Finder's address,"Seekonk, MA",Overgrown beak,
8/7/19,House Sparrow,Bird,Adult,1,08/07/19,Finder's address,Carolina,Missing a foot,
8/8/19,House Sparrow,Bird,Baby,1,08/04/19,Finder's address,Johnston,Orphaned juvenile,
8/8/19,House Sparrow,Bird,Adult,1,08/08/19,Finder's address,Saunderstown,"Cat caught. Sitting on back, not improving",
8/9/19,House Sparrow,Bird,Adult,1,08/09/19,,,,
8/9/19,House Sparrow,Bird,Young Adult,1,08/08/19,Finder's address,Westerly,"Dog/cat caught, severe head trauma",
8/9/19,House Sparrow,Bird,Baby,1,08/08/19,863 Tower Hill Rd,North Kingstown,Failing. Orphaned juvenile,
8/9/19,House Sparrow,Bird,Adult,1,08/07/19,Finder's address,Ashaway,"Back/head injury, conjunctivitis? Found in chicken coop.",
8/9/19,House Sparrow,Bird,Juvenile,3,08/09/19,"Body shop, Waterman Ave",Smithfield,Orphaned juvenile,
8/10/19,House Sparrow,Bird,Juvenile,1,08/09/19,"Heritage Equistrian, 864 Tillinghast Rd",East Greenwich,Paralyzed L leg. Orphaned juvenile,
8/11/19,House Sparrow,Bird,Juvenile,1,08/10/19,Eddy St,Providence,Orphaned juvenile,
8/12/19,House Sparrow,Bird,Adult,1,08/11/19,Finder's address,North Kingstown,Window strike,
8/12/19,House Sparrow,Bird,Adult,1,08/12/19,Finder's address,Cranston,No injury,
8/13/19,House Sparrow,Bird,Baby,1,08/12/19,Finder's address,Middletown,"Fell out of nest, failing, would not eat, vomitting",
8/14/19,House Sparrow,Bird,Adult,1,08/14/19,35 Larry Hirsch Ln,Westerly,Head/back injury,
8/14/19,House Sparrow,Bird,Juvenile,1,08/14/19,26 Cliff Ave,Newport,Power washed,
8/15/19,House Sparrow,Bird,Adult,1,08/14/19,Finder's address,Wakefield,"Unable to fly, difficulty walking",
8/15/19,House Sparrow,Bird,Baby,1,08/15/19,Finder's address,Narragansett,Orphaned juvenile,
8/15/19,House Sparrow,Bird,Baby,1,08/15/19,,Bristol,Orphaned juvenile,
8/16/19,House Sparrow,Bird,Baby,1,08/16/19,Finder's address,Cranston,Can't fly? Fell out of nest,
8/16/19,House Sparrow,Bird,Adult,1,08/15/19,"Fisherman's Campground, Site 180, Section 4",Narragansett,"Possible window strike, blind",
8/18/19,House Sparrow,Bird,Adult,1,8/18/19,150 Chestnut St,Providence,"Unable to fly, slight back injury, cannot stand well, feet curved",
8/19/19,House Sparrow,Bird,Adult,1,8/19/19,,Warwick,FX leg,
8/20/19,House Sparrow,Bird,Baby,1,08/19/19,Job Lot,North Kingstown,Orphaned juvenile,
8/20/19,House Sparrow,Bird,Baby,1,08/20/19,Finder's address,Warren,Internal bleeding. Orphaned juvenile,
8/22/19,House Sparrow,Bird,Young Adult,1,08/21/19,Finder's address,Tiverton,"Found in chicken coop, FX L leg @ ankle",
8/22/19,House Sparrow,Bird,Juvenile,1,08/22/19,,Newport,Orphaned juvenile,
8/23/19,House Sparrow,Bird,Juvenile,1,08/23/19,"Artists Exchange, Rolfe Square",Cranston,Orphaned juvenile,
8/24/19,House Sparrow,Bird,Young Adult,1,08/24/19,"Wayland Square are, tree across from nural on West Elm",Providence,Head injury,
8/24/19,House Sparrow,Bird,Baby,1,08/23/19,Finder's address,Bradford,Failing. Orphaned juvenile,
8/26/19,House Sparrow,Bird,Juvenile,1,08/26/19,"RI Parrot Rescue, West Shore Rd",Warwick,Dislocation at hip,
